ADD BARH 896,76 570611 9765220
ADD LNAF 577,07 348797 4247368
ADD VLMU 253,30 560370 1886650
ADD JBML 664,06 827429 1787813
ADD XFST 247,22 575012 2368103
ADD NRGT 156,81 264148 6970224
ADD ESNF 69,64 304426 1006382
ADD TJNG 245,16 739329 88760
ADD PJUL 718,51 42129 6229584
ADD TUZW 25,93 55705 2435941
ADD PGCK 19,28 651456 2568988
ADD GBAB 62,82 72304 5342537
ADD FGJF 476,94 849421 9828429
ADD QORP 705,40 513488 882560
ADD LXBV 877,33 701314 4412186
ADD XDXK 781,42 586980 5744912
ADD ULGV 464,60 735383 3395420
ADD QNSS 353,46 99829 2045472
ADD IJKG 397,53 656806 4990026
ADD WFMV 148,99 276151 6919843
ADD JUMK 544,21 859857 5082140
ADD TFJG 196,71 557096 6668102
ADD XFWY 630,86 233873 9097882
ADD CEGG 672,79 993444 9548984
ADD SSYT 323,10 824704 7539338
ADD GFXZ 959,15 487580 9632075
ADD EWME 227,20 831131 8150152
ADD RGEV 541,09 129973 4257850
ADD DHUX 167,71 760741 5816193
ADD WXKC 194,07 310345 1176196
ADD KKJB 939,23 949390 2293619
ADD YLYG 816,88 349541 680637
ADD YWAL 835,35 833046 8457800
ADD IYFQ 981,89 439250 7023376
ADD GFJM 768,78 247573 4163393
ADD BUTV 905,93 733095 7528244
ADD GFCG 785,60 816668 8476929
ADD QWSN 781,33 158354 6155050
ADD SEYG 866,79 242787 9700683
ADD ZJMB 88,35 894156 1164972
ADD DBGI 799,29 225516 8311134
ADD YCVC 427,41 471717 1635140
ADD SGLE 100,39 576462 4808281
ADD AQLA 458,28 687523 6901107
ADD XWOF 446,27 594483 7676357
ADD ABLH 211,42 429294 7822135
ADD OHOR 531,35 512873 5507106
ADD WIDW 194,41 703024 1234707
ADD YSFP 787,92 211169 234331
ADD SMBO 216,87 673551 3914498
ADD APBE 598,14 370979 7004081
ADD BDPG 68,41 860653 6342806
ADD LMTC 450,28 825148 1125806
ADD UKBE 980,65 598609 3863638
ADD GIRI 754,10 778110 2403221
ADD ORBY 829,72 652707 240754
ADD FTRN 500,36 903812 3229656
ADD MWAY 42,02 162900 3439525
ADD IDHZ 185,00 27735 641210
ADD PEBP 715,60 668439 5868227
ADD UCXY 339,76 347460 8067548
ADD LYIY 199,19 966952 1200244
ADD PIQX 175,34 660906 4072856
ADD IXZW 275,78 838920 8779029
ADD NUIH 333,66 920125 2442227
ADD CEQL 961,06 86047 2422556
ADD RSFW 958,89 651720 5470516
ADD EBIV 849,65 49995 960158
ADD PDNX 891,11 505439 3958869
ADD RROV 645,18 575483 5950899
ADD QLPI 441,14 659540 960589
ADD CSZS 169,20 891427 4541330
ADD FZTG 943,26 391168 1982391
ADD VIQY 629,98 945972 5334600
ADD HKWE 709,54 634282 6926578
ADD DROP 54,05 344082 7954420
ADD YSCG 684,48 932362 5381457
ADD ONFX 889,19 184206 8842309
ADD UNJI 540,05 157085 6498938
ADD OCIV 375,67 640214 9575302
ADD WKFV 180,35 718670 9555446
ADD OEPQ 21,81 769252 5815726
ADD MNOI 316,91 921526 3152025
ADD BSZP 408,99 449850 4255518
ADD XEQN 687,06 494401 4854653
ADD KYPW 649,59 196503 8899319
ADD DZVE 252,79 75408 6547909
ADD SDPG 741,76 475077 3801486
ADD HLWD 715,57 453120 9530208
ADD WPAP 993,57 387459 5842999
ADD ATFB 909,01 440115 8316012
ADD BGFG 805,90 12272 3717949
ADD FHEX 170,79 650745 4835816
ADD YJAY 937,89 641439 8676616
ADD HKBK 29,29 188278 8357143
ADD MUUJ 970,48 824212 5575820
ADD QTRU 829,33 657371 3186645
ADD HQRX 447,12 734600 6662442
ADD BFEM 914,82 603038 866915
ADD TIAK 133,84 457414 3031251
ADD OTSB 832,15 824410 5675511
ADD ROBD 139,03 510579 2488166
ADD OGCP 367,42 22116 5667071
ADD BLWK 395,01 14765 4341497
ADD RSGH 500,76 91528 977384
ADD MHCB 261,66 694281 2459910
ADD TGSO 267,64 635589 2497010
ADD RXDE 817,50 492258 8408298
ADD RMEZ 483,24 689315 7207082
ADD BGAW 996,12 535347 2536320
ADD CQKL 21,28 885408 8990389
ADD DJSE 866,01 210681 3087764
ADD HSPI 206,01 611052 3177530
ADD JCVD 98,47 931837 4836531
ADD KOFY 737,82 200292 6526293
ADD COIE 521,60 915577 3746002
ADD XKIQ 117,64 183322 4105086
ADD FFCB 661,66 275238 8122432
ADD TUKK 993,99 959812 5461679
ADD NYVN 120,49 982302 7452731
ADD NIUQ 584,52 655499 8643949
ADD IWRN 139,49 914034 902803
ADD GNMD 305,11 474264 2704457
ADD BNNE 584,66 599850 4683149
ADD UWHO 310,49 735963 8217028
ADD BHRK 497,28 952005 8244526
ADD YMDT 0,13 735720 4379924
ADD VPFM 680,21 664621 9076860
ADD MWVF 572,16 373859 3258764
ADD RODX 67,98 926711 9722457
ADD RENN 620,24 796701 4421039
ADD WZWX 78,20 26456 8258623
ADD HZTA 116,30 261978 2473831
ADD LBPZ 247,23 46936 6124672
ADD WKHT 575,63 550622 4955017
ADD ZWJV 677,12 797868 4298716
ADD NWYP 66,90 915302 1309287
ADD XQFJ 609,33 943214 6945545
ADD URYA 99,42 779558 622857
ADD OCJI 650,62 822158 7336643
ADD UIZD 233,03 100652 8111793
ADD ULZZ 876,57 749520 3992130
ADD JXLO 692,67 767556 1567041
ADD JPNB 799,50 144782 8334048
ADD XHSN 915,49 661011 1360001
ADD HOCX 174,79 865659 6863743
ADD SUOR 571,12 615866 535761
ADD IGFR 322,23 891919 6596652
ADD IHUK 167,09 7226 7115187
ADD LPFE 424,52 113280 4301564
ADD WWPK 585,48 91565 7107724
ADD CAMG 188,61 896809 2244850
ADD KKPZ 22,69 61968 6878578
ADD RLDK 180,65 145897 8773865
ADD ZZNO 58,40 154870 8208444
ADD PYDE 27,03 631045 698007
ADD DLZP 897,75 477339 6175984
ADD RRJI 369,25 979488 3770016
ADD CNLV 225,04 541609 3460668
ADD LXPH 357,37 397845 3299192
ADD QAWA 4,62 957293 2144771
ADD YKAM 201,15 204249 4195416
ADD UPXG 765,21 21904 8972695
ADD OSSC 479,94 349538 7961667
ADD MVJV 204,77 538424 2324689
ADD GBVY 340,14 644441 337977
ADD GPBH 827,07 229873 5903092
ADD AHQO 244,40 617973 1571223
ADD SUVC 400,46 716835 8322138
ADD FVAK 532,21 406617 1057490
ADD AVQL 97,66 843931 5875849
ADD GWYD 158,02 835957 3911518
ADD QIOZ 755,86 710519 7854482
ADD SHWJ 332,48 797526 9278337
ADD FXZW 848,95 924555 6700352
ADD FWDF 468,10 229664 2711428
ADD GVBB 556,10 483656 5222422
ADD LVOG 841,57 474057 7829676
ADD PHBN 646,03 410480 5873585
ADD ULOP 583,61 939466 1029714
ADD XLNP 981,79 187235 1840068
ADD HBSO 581,17 378854 6933754
ADD ZOST 6,04 960834 9133096
ADD NMWI 633,08 827558 4201164
ADD OWGU 199,55 953478 6861662
ADD TZWY 645,27 402822 6892346
ADD STYP 519,71 512446 9586066
ADD WVPZ 32,15 432902 719870
ADD TTQU 247,12 142343 1931291
ADD YULU 449,30 268008 8247083
ADD HYDW 277,47 92850 9027044
ADD ZSYJ 121,95 939309 4207012
ADD DCUO 227,03 840374 8411101
ADD PNVK 941,75 937651 8208520
ADD WVBS 215,77 92746 5282658
ADD WNMS 930,28 420364 5711685
ADD UZTR 547,84 760703 8678518
ADD ADXJ 981,63 446467 4261593
ADD ASTB 10,63 587503 2949440
ADD KJLQ 167,69 852683 3439105
ADD GCIK 975,05 128792 273977
ADD AXSC 792,54 731134 3205769
ADD KSSP 421,01 897983 228545
ADD WYDY 673,96 502260 6554438
ADD LGBH 839,44 77086 6372519
ADD UAMN 191,61 58998 602795
ADD RIZD 466,26 556288 8663717
ADD HICF 64,96 607527 7944340
ADD QGHD 449,88 834049 8667604
ADD ZABN 322,03 842016 4587332
ADD STPX 148,85 13966 2726859
ADD CUQZ 228,42 516543 7085617
ADD EAZU 85,60 397107 5225741
ADD CYMD 491,54 860080 5805584
ADD NVHI 392,77 220297 7810836
ADD XYTG 862,93 848793 20135
ADD XEYR 922,47 21276 8108339
ADD WHNW 747,95 449891 2894963
ADD THUY 152,06 222306 9892593
ADD GLVF 185,00 303322 43394
ADD CEPW 6,57 608554 8028289
ADD RTBP 82,95 971981 987711
ADD HGJT 362,82 406628 5669971
ADD VBMP 875,51 173797 6911158
ADD ECJF 999,98 867005 4123387
ADD HAHZ 136,76 320555 4831244
ADD ZKJB 144,24 148602 7241722
ADD NWKQ 511,07 797994 9669507
ADD EHKY 147,72 425965 8064384
ADD TWEO 257,31 433703 2231763
ADD BVSK 376,35 658986 6554340
ADD IVZT 721,88 524311 3600496
ADD FBLB 77,42 13860 1002263
ADD DPZO 417,22 502474 8483763
ADD IUKI 804,71 637119 3968198
ADD KXOB 212,54 729653 73144
ADD HAXQ 349,70 779027 5962675
ADD WQDX 704,86 982849 4078406
ADD LGEC 15,11 304597 8012223
ADD JJQT 921,22 607884 3819169
ADD NSMT 959,14 857731 81819
ADD PTMU 653,46 794947 1864529
ADD WDTO 958,15 593949 2748098
ADD HDOF 416,59 81860 2826611
ADD CCSL 214,32 698559 3342328
ADD LKKQ 97,26 526142 959028
ADD GCBG 881,31 335667 8153887
ADD OALC 534,79 608919 5812828
ADD YSQQ 187,89 643003 8202179
ADD TNNI 828,81 386733 7387429
ADD EQXG 820,31 486948 4736587
ADD XULY 94,30 534878 2588881
ADD MLGI 573,55 779029 8426767
ADD EUOH 119,22 392006 4461054
ADD JPRF 689,23 239526 3783703
ADD CBCI 518,83 775958 921970
ADD EPLC 0,30 964830 4188508
ADD PADX 750,12 59818 2641662
ADD ABEJ 184,69 395308 5804073
ADD VLWA 213,29 90097 370383
ADD VKXM 450,88 472348 9496612
ADD VKCX 335,89 227792 6152937
ADD IPXI 933,38 703706 2910422
ADD BBJD 940,32 881657 5703020
ADD ZEOC 522,29 741672 7448689
ADD LXBF 52,19 230079 8978997
ADD XYSB 249,99 59596 2712299
ADD BKFQ 598,63 949698 9167802
ADD MISP 488,16 884943 6434826
ADD RGJH 16,09 593215 211198
ADD IPXN 399,27 964669 6465116
ADD NWMU 990,93 148247 7027318
ADD URKH 48,26 183698 8872024
ADD CBJS 75,37 459401 1515437
ADD MTGQ 973,65 469561 6850710
ADD BKSP 147,31 552784 2486241
ADD PMEC 780,26 649969 6724702
ADD LNHZ 511,96 51636 2312157
ADD GPUG 223,69 273117 4330080
ADD BKKE 857,85 884945 9651754
ADD WAFY 355,16 922442 1661847
ADD ZOGU 457,94 802048 7898610
ADD GARS 112,09 269266 3019287
ADD YXGM 732,16 454380 6408111
ADD RASG 868,32 77391 1032783
ADD OEBO 799,01 703754 4621934
ADD VNKO 906,42 580888 4221857
ADD UIHQ 302,13 230412 5938667
ADD IBXI 868,48 935652 3344909
ADD BCFC 940,40 195649 1088652
ADD PUQC 654,70 596187 8080033
ADD XSVU 44,03 776853 916486
ADD JFHU 505,58 803459 6782285
ADD JWBR 889,35 675030 1253581
ADD QUJQ 591,35 262395 4833375
ADD QGJO 171,34 880995 9971858
ADD BAID 195,44 902535 381879
ADD BHMD 362,02 919661 2060730
ADD FVKP 452,33 863657 6843036
ADD MEVG 171,01 865496 1125541
ADD BVIA 363,99 853391 4609603
ADD YKKW 162,66 644833 635580
ADD HHYU 731,72 119278 5258907
ADD GLTZ 884,59 338922 2912390
ADD NCFM 825,98 380288 1794505
ADD FMGY 565,25 742256 4694937
ADD EVBF 604,64 516148 4622144
ADD FEOC 190,30 391957 9900057
ADD WJMZ 513,57 534352 7497134
ADD SUIQ 424,53 517762 739901
ADD NYBP 413,86 692745 4168236
ADD VGGO 219,71 971365 6386298
ADD RBBM 234,50 808928 3416054
ADD WATX 732,75 28300 3170019
ADD WOAL 586,33 683134 8119451
ADD RLVP 732,96 431704 6122831
ADD UAGL 469,39 19383 282038
ADD WGUO 874,78 759713 837099
ADD ZVNT 113,60 203139 7496941
ADD OKBH 719,42 284764 5015688
ADD EAVF 954,51 324887 8982310
ADD QZCL 257,04 496713 7079256
ADD JSFF 112,76 190220 3731311
ADD YISJ 815,59 3229 8658112
ADD PBYU 313,28 452030 9492637
ADD PHAE 240,22 705313 1814551
ADD FKLV 624,92 402517 8480034
ADD APIB 422,91 121371 3107564
ADD HLJF 762,05 455347 9125012
ADD PKFW 65,39 1572 2740754
ADD UTYN 40,97 781086 1671563
ADD RBOK 642,11 950618 9149214
ADD NRGN 976,55 301047 7691172
ADD WYVG 961,02 85330 4089415
ADD WVGG 11,87 449020 6576327
ADD LKUB 686,15 688272 8604896
ADD LPAV 342,12 929757 9677947
ADD MBOD 366,05 285254 1673136
ADD PTCI 565,56 279978 8759380
ADD TGUJ 917,03 851965 8803305
ADD XQTV 949,39 817976 5298731
ADD DQYL 276,93 199402 1642014
ADD DUGZ 187,30 371662 5048455
ADD CBFG 931,34 149003 4723958
ADD VRYB 30,44 68672 4955723
ADD RVJM 334,96 382156 6369844
ADD ENWF 451,70 233842 7597745
ADD YROJ 966,06 680493 8846405
ADD TSRI 926,70 880211 2487932
ADD KMEF 870,61 109878 9574622
ADD PQGI 579,80 389469 1013763
ADD PEMT 248,37 67987 3151356
ADD GDLB 258,25 30818 2726000
ADD DZTD 231,36 15051 3218892
ADD PMBP 880,67 52237 6149845
ADD SHHA 776,34 170088 9556257
ADD CYFU 641,03 945270 1902754
ADD UEGU 903,02 446543 1598505
ADD JXZT 314,84 712367 6974446
ADD OGHZ 328,00 157392 3790769
ADD JWUG 698,40 527907 7477160
ADD ASFA 823,68 83573 5115098
ADD XQON 481,86 886527 8158485
ADD ZNKC 103,22 891248 5202143
ADD JHRS 609,42 52478 1262666
ADD PZKR 308,96 240292 7145046
ADD BYBZ 215,46 553973 7428184
ADD UDSV 236,83 221517 209211
ADD AGQJ 350,20 457711 1991691
ADD LARR 17,95 888172 7497784
ADD QAEV 121,84 808220 144808
ADD PROC 435,48 542777 9587837
ADD CLUA 931,20 697501 9879486
ADD ARVM 423,97 632450 1627395
ADD EMVZ 838,54 693892 9540080
ADD XZOE 350,96 411375 2977179
ADD GXEQ 509,80 624791 4432062
ADD ITJM 928,84 629495 7484621
ADD SBLG 658,37 884610 1488954
ADD MBHI 369,03 877189 1048064
ADD CKVB 599,87 985632 7609450
ADD QFWL 80,75 67864 1463061
ADD GLLV 981,30 599632 4873161
ADD PWRV 643,75 13683 5474762
ADD CTXA 332,86 523492 2791357
ADD AJNW 439,68 544851 7921287
ADD AXKF 717,31 509652 6424314
ADD KBOL 43,27 214620 6117432
ADD EBHH 777,59 607570 1505487
ADD QKKL 405,71 163304 3161516
ADD KJRK 938,18 987384 5635265
ADD CMBA 833,03 961029 711586
ADD HXKV 771,37 162814 4082336
ADD CSEY 152,66 452018 6943192
ADD UEZG 817,42 203127 3548221
ADD IMZM 363,96 565871 5371502
ADD DSZO 706,50 878117 2915669
ADD VTEV 493,48 393947 6854324
ADD AHEZ 952,95 505221 8495913
ADD RAQE 672,60 923592 9739672
ADD PYYC 219,12 151308 6752857
ADD UJGN 964,37 188841 9884694
ADD KXOD 299,04 357936 8885665
ADD EWUQ 93,39 254895 1482478
ADD VPPV 943,05 957811 1966700
ADD TJLJ 343,44 329567 5868818
ADD BERA 452,25 745282 1363147
ADD GMRU 134,37 831408 6607485
ADD IEJJ 395,53 161037 9691087
ADD NKDU 760,15 900861 4261090
ADD LPCT 672,40 839216 2256400
ADD YOGQ 439,57 768286 7832408
ADD DXAO 436,61 230702 4590935
ADD FPUL 490,31 810465 8622430
ADD EYIO 805,30 405339 7710525
ADD HIFX 368,50 849802 9815503
ADD MNBW 490,04 652686 7104611
ADD GUAJ 819,18 771645 3017992
ADD MDLX 819,35 556526 100849
ADD OUEN 886,12 195181 6068514
ADD KPGJ 629,18 165919 754172
ADD CRYG 683,08 964772 3128774
ADD FNII 528,08 340324 9561065
ADD EXTF 751,42 328834 5344167
ADD EYQJ 894,16 655445 3295745
ADD VZQM 203,15 530958 9710605
ADD EMZM 860,63 338112 4184391
ADD AKNO 328,26 930509 3618879
ADD PYPU 357,21 95601 5591940
ADD YFNK 910,46 635694 6034942
ADD RLMY 334,00 257720 4262364
ADD WSKV 400,36 175761 3765144
ADD DIJJ 27,57 474360 3069334
ADD ORQS 0,51 75791 1817135
ADD OICF 106,49 946460 7302750
ADD JGMI 541,18 758838 8674633
ADD PMDA 831,47 516918 4216565
ADD KKNL 815,33 77348 9795207
ADD ZJYT 258,42 916216 4318421
ADD JGOY 259,03 588567 1543728
ADD LEJU 363,04 613251 567011
ADD IZOB 63,55 941724 3265860
ADD EVDW 502,96 994282 3963804
ADD QOUJ 190,11 488200 3643094
ADD RBDD 618,12 221928 529963
ADD LOBF 223,15 715967 9296499
ADD WCRS 972,72 773765 8512782
ADD JZPJ 662,31 944878 4196866
ADD KQXH 630,77 403555 4379239
ADD RBUJ 377,10 97135 8298285
ADD IPPE 736,60 189109 7737112
ADD JTZH 207,19 818067 2640382
ADD PNZJ 125,29 519758 155293
ADD ELFU 163,64 904658 8801168
ADD YHEK 95,43 866434 6901143
ADD RYHA 681,09 160564 6050817
ADD CTWM 698,11 49206 3389253
ADD WYQJ 435,02 909014 7346459
ADD EQPG 790,21 16269 1139065
ADD GPWC 416,21 507116 8485179
ADD JKCV 551,05 486422 594800
ADD OLFL 577,76 512818 210929
ADD JXYS 796,41 726086 4863416
ADD SPQK 231,99 928283 5608275
ADD ZVYF 686,36 293149 5606307
ADD AHNV 710,01 790191 6204838
ADD DLCP 650,33 688134 1330633
ADD YDWZ 992,71 785168 4048890
ADD MYSJ 868,42 973939 5026899
ADD JDYH 908,64 362259 3187677
ADD OYKH 271,42 784914 3956441
ADD ABBM 847,24 268199 1906970
ADD BFLC 72,14 583445 781228
ADD XUGA 420,30 149212 4820216
ADD PDEW 126,14 648005 5666946
ADD OCGH 498,76 365579 7466469
ADD TDOT 363,07 748417 4971537
ADD MFII 345,70 729992 1070053
ADD EMXF 619,13 638432 6337290
ADD WRLJ 54,50 241986 791147
ADD TNFM 783,51 646791 3746024
ADD RLNV 186,33 411023 7633121
ADD FTFT 8,68 275595 5087729
ADD UQDY 375,43 172650 1867883
ADD NTVN 693,56 626245 1956078
ADD UWQT 75,39 585883 7005641
ADD RUME 718,40 385822 8467293
ADD NTKG 795,55 237934 5297226
ADD REQL 810,74 678968 9533198
ADD DTUE 177,15 609545 2953011
ADD ODQY 146,65 909201 4960130
ADD KYBJ 369,57 746129 3992746
ADD PSXB 667,45 6905 529246
ADD EIVQ 630,30 104423 3298555
ADD KORE 591,74 180360 3806359
ADD MYUY 156,61 146141 1419631
ADD XIJN 550,46 562316 9626865
ADD XUON 101,75 431319 6269249
ADD YSQY 278,19 901856 5931937
ADD ACHQ 957,24 8419 3099993
ADD CPUN 382,59 2069 8516743
ADD JPVO 53,29 797624 2757265
ADD NFPS 165,11 655805 1229880
ADD WYFZ 73,08 280093 9933437
ADD NGSX 952,52 822560 5879197
ADD MDEU 152,61 635359 3321971
ADD AQGG 533,81 35136 2234528
ADD HTVM 728,06 744275 7386683
ADD PLVB 357,49 625240 3407249
ADD VRXQ 318,51 874745 9429760
ADD SOLY 896,40 946387 5135262
ADD DVZG 991,53 330800 8382269
ADD TJFY 908,35 796556 9862447
ADD LGWE 771,61 624565 5732398
ADD CNRL 784,08 308410 3742125
ADD HDLM 116,86 820000 5542739
ADD FSZT 152,86 843410 2048701
ADD QJHM 952,53 433509 1828870
ADD SMRX 156,03 243552 9914600
ADD BPAA 515,39 144813 6471881
ADD VWAF 603,89 874946 773127
ADD BRJI 312,71 816320 8830668
ADD GJAF 448,10 206879 4402338
ADD RJMK 443,25 592688 7926113
ADD OIOS 993,89 229466 3665260
ADD EUAW 73,12 824376 58043
ADD WNZH 565,89 714313 9996170
ADD IMNA 586,76 944150 1175081
ADD IQSZ 163,93 602471 4027567
ADD VHLF 958,09 759607 9967181
ADD TUEY 364,02 665280 1648215
ADD AYDQ 628,47 168862 2109137
ADD HRFP 263,74 839935 1626491
ADD AWGP 472,47 332740 7448826
ADD SPQE 86,89 256622 917829
ADD WORN 547,48 291762 2412136
ADD GPFR 288,13 927446 547646
ADD YGOS 834,84 187113 5913940
ADD PXJK 539,09 326794 7472275
ADD HPEJ 196,48 330808 8575974
ADD RDRQ 959,40 895303 5926742
ADD OLTK 686,18 636149 1585251
ADD MOLX 394,79 403598 6867445
ADD VJDS 605,45 942159 2324099
ADD JNSK 790,87 994520 7514173
ADD THJH 7,74 158338 1641342
ADD SCTS 149,40 841032 822628
ADD WPZF 50,90 247602 1565725
ADD KCXP 276,51 810606 6706180
ADD XRWA 789,69 798968 4186227
ADD ROFS 584,39 501005 6750540
ADD LEHU 732,96 290423 9648495
ADD XIPQ 271,54 679073 3333803
ADD CCNC 241,08 473827 8080070
ADD KEZN 368,84 648974 8236608
ADD BEIV 799,49 893114 9922377
ADD UQIR 326,19 503562 6661762
ADD WPRC 426,68 948067 5522171
ADD CYWV 965,88 210208 5570357
ADD FNTS 506,40 924339 3652690
ADD CCHA 8,00 996116 929915
ADD LGIP 907,56 968957 7113487
ADD HNQW 305,22 74300 7753072
ADD LTRV 72,03 133361 1721684
ADD JKTI 108,56 309860 1223154
ADD BRTW 10,97 356859 2668092
ADD QFKX 152,87 699380 5848084
ADD HSXU 203,61 177136 3318004
ADD EGZV 418,42 966742 8908947
ADD OTCS 80,12 799618 6882411
ADD RVMH 86,56 151871 1984502
ADD CAID 858,59 844770 7165973
ADD GNII 227,57 600355 344709
ADD FWFM 500,79 186879 5650691
ADD QPAV 829,25 838864 2944520
ADD INIC 216,10 860100 8288189
ADD IWYH 489,41 825885 9740385
ADD OMYL 996,06 981899 3187076
ADD CORM 79,73 256325 1031123
ADD FEKD 458,53 299050 7926031
ADD CZSB 378,25 188243 7466920
ADD VHYW 313,26 168957 4941742
ADD KJJG 8,87 577211 9840546
ADD OHYP 393,04 612449 355294
ADD POUD 517,80 717998 4373613
ADD ARQT 886,48 466717 8254610
ADD FFKW 718,98 384055 8902521
ADD YKDR 279,87 714291 7544124
ADD XQYH 824,41 41642 3082059
ADD PLDH 585,12 757696 4971869
ADD BLKQ 989,74 695682 2060751
ADD ZFII 232,72 309357 4461058
ADD OURD 385,38 457473 9767557
ADD IYYV 412,46 701943 8812542
ADD NWST 375,10 130906 9851159
ADD MSPW 459,42 85837 1462693
ADD VCVX 563,48 827181 6862766
ADD RWCY 348,41 452382 1494739
ADD RMBI 129,30 8448 8300997
ADD ZMLS 204,50 474431 8531835
ADD FUXY 711,16 285503 1531335
ADD WFMF 132,45 33798 9024504
ADD CSKO 989,75 302326 124695
ADD NGZC 853,02 681759 1890044
ADD MQWG 686,03 485584 6069873
ADD JZGB 873,95 482006 1160665
ADD JDWA 917,81 696114 7195168
ADD RNCK 822,02 260976 8016420
ADD XZOJ 839,33 595501 4282437
ADD HEPZ 153,26 342502 6449806
ADD ATTW 419,95 391014 3721761
ADD CUZO 407,02 634395 133486
ADD BRHE 523,28 566584 4418182
ADD BYHZ 685,83 337623 1780937
ADD JQLE 925,71 378169 9584543
ADD GUHA 839,69 607620 1025403
ADD KHUC 665,80 100316 7190513
ADD EYYL 536,84 63269 6971189
ADD CGNR 355,60 43797 1683216
ADD FLCB 285,81 790045 2076262
ADD VTUZ 667,22 314216 9037178
ADD FTMV 356,19 141982 6051908
ADD URRM 376,73 592696 3930238
ADD MHYT 651,70 286070 1024029
ADD SVNL 276,34 180153 8548768
ADD GRIJ 716,56 659243 4506240
ADD SNMY 693,86 282954 2933110
ADD BIQL 723,25 846154 4834488
ADD NYWH 49,15 334303 703607
ADD QRBE 903,91 422289 1478770
ADD MULC 248,93 306373 9867141
ADD UNZY 577,85 344403 9088889
ADD WAFC 330,24 240443 4229224
ADD QHDP 943,95 18158 8775747
ADD WHFN 634,20 277719 6487251
ADD XGQM 680,97 186961 6390572
ADD NEXC 539,98 437022 2118233
ADD JSAU 126,37 724643 8634252
ADD SDZO 83,95 456667 6055518
ADD VCTT 30,31 244060 1052587
ADD EXPK 531,22 21397 3988216
ADD FNWQ 869,50 873161 732748
ADD EAIA 291,88 825965 2047375
ADD ZDAM 621,42 104355 4696537
ADD MQTX 610,12 585028 733169
ADD HTOW 219,01 687269 6544976
ADD RRAW 896,77 606040 1572436
ADD OVAA 342,53 649290 8610145
ADD QUVA 590,43 151702 4970395
ADD PZEK 2,51 922658 8816028
ADD LHYT 725,06 898725 1087079
ADD GTAC 238,53 20788 6476240
ADD DQEH 472,27 623597 9999115
ADD SJIV 312,24 417430 4696744
ADD OYVB 671,23 964989 9282792
ADD HOJC 674,64 623936 7365527
ADD YERO 783,28 167449 82991
ADD TJNN 218,29 238472 3439543
ADD ZFGY 700,35 493255 3448122
ADD VAQO 429,02 148633 4875439
ADD RKFO 463,08 905164 9634367
ADD AXST 307,34 155982 3439169
ADD SLQC 886,61 879774 5931395
ADD HDIC 260,45 344741 4535061
ADD UIJE 40,28 299791 4770137
ADD XLAL 902,88 756440 1033198
ADD SCQK 895,45 263746 3851869
ADD QYZN 107,16 160130 7771401
ADD PXKA 634,40 874241 1363376
ADD USBI 272,32 911901 770189
ADD FUBO 517,61 684180 2541711
ADD FBUB 602,48 68550 3556475
ADD UKYT 301,68 961315 4864829
ADD FNTI 136,27 271777 9828428
ADD QNXP 831,04 569133 1244325
ADD JMLR 798,46 389369 5996815
ADD BZCN 224,18 324918 3975577
ADD HFXD 122,24 13492 9903251
ADD VZWW 96,10 903796 5268203
ADD NDVO 694,79 641229 6425543
ADD OCTC 936,61 922752 5518855
ADD PBZT 732,41 712100 115423
ADD AXWQ 769,29 253350 55156
ADD OQYR 949,48 330177 7935350
ADD GSJG 737,92 853083 7576935
ADD UVJD 543,19 73998 5542038
ADD BFRI 319,74 208381 3682439
ADD NPAZ 253,06 483153 4157884
ADD FJKZ 965,15 42179 7073425
ADD YAJR 492,26 590016 2590037
ADD KSTY 830,78 322768 7880132
ADD CEGX 693,05 358422 4280900
ADD OUJY 511,42 395389 1186212
ADD IQQK 342,72 868163 4595302
ADD JAPP 700,51 812439 9272668
ADD DLQV 898,22 502287 7955890
ADD NQIC 275,00 838543 5040891
ADD LWRY 239,62 541410 4467650
ADD OPBB 348,80 771308 3934132
ADD UUJH 138,74 241287 8982620
ADD POKQ 582,82 256306 7450111
ADD AFIG 347,16 277510 2782740
ADD SFXW 595,37 872393 9159015
ADD TFIG 500,85 510484 3114076
ADD JDZU 569,27 231552 2998464
ADD FUFU 827,41 875719 8600815
ADD UDWJ 198,34 680424 2375676
ADD ZLYO 73,90 60485 3723867
ADD MBRM 750,58 444629 8254274
ADD AWFK 873,81 497128 1077155
ADD MDSS 635,69 933139 3681768
ADD OZXC 481,29 3832 2676410
ADD NCRY 624,69 102590 4884730
ADD RCFG 299,13 468716 2758974
ADD BCWG 368,05 485973 1364564
ADD CGUZ 725,67 969075 301331
ADD HTDZ 609,36 142314 6609939
ADD QHIN 518,14 757601 7303054
ADD BVVT 606,86 817647 2836479
ADD KWAI 853,25 675189 4517688
ADD XVWQ 834,52 818263 3665247
ADD MGRV 135,34 503481 113157
ADD STGS 719,49 544089 1642358
ADD DMHA 57,37 43676 6392676
ADD DWZG 778,61 445077 6857699
ADD INIR 546,87 616785 3863118
ADD FMQX 299,05 204513 4160350
ADD UHQS 450,81 758818 3018476
ADD BISD 157,98 812895 2814102
ADD FBEN 455,47 951438 9887563
ADD SRIM 12,03 906298 5879437
ADD UDJU 51,36 729838 6617664
ADD HUFU 467,88 686406 7696729
ADD FOYT 916,64 234313 8703404
ADD WOKU 182,41 817309 4144302
ADD QPIT 703,13 972024 5783197
ADD KOEC 785,22 465856 6568336
ADD AXBQ 433,32 97189 3701687
